,PERMNO
10082,58704
10083,58712
10084,58713
10085,58720
10086,58721
10087,58739
10088,58740
10089,58747
10090,58748
10091,58755
10092,58756
10093,58763
10094,58771
10095,58772
10096,58798
10097,58799
10098,58800
10099,58801
10100,58819
10101,58827
10102,58828
10103,58835
10104,58836
10105,58843
10106,58851
10107,58852
10108,58878
10109,58879
10110,58886
10111,58894
10112,58895
10113,58907
10114,58915
10115,58916
10116,58923
10117,58924
10118,58958
10119,58974
10120,58975
10121,58982
10122,58990
10123,59002
10124,59010
10125,59011
10126,59029
10127,59030
10128,59037
10129,59045
10130,59053
10131,59061
10132,59088
10133,59089
10134,59096
10135,59097
10136,59109
10137,59110
10138,59117
10139,59118
10140,59125
10141,59126
10142,59141
10143,59168
10144,59176
10145,59177
10146,59184
10147,59185
10148,59192
10149,59193
10150,59205
10151,59206
10152,59213
10153,59214
10154,59221
10155,59222
10156,59248
10157,59256
10158,59264
10159,59265
10160,59280
10161,59300
10162,59301
10163,59328
10164,59336
10165,59337
10166,59344
10167,59345
10168,59352
10169,59360
10170,59379
10171,59387
10172,59395
10173,59396
10174,59408
10175,59409
10176,59416
10177,59424
10178,59425
10179,59432
10180,59440
10181,59459
10182,59467
10183,59468
10184,59475
10185,59483
10186,59484
10187,59491
10188,59504
10189,59520
10190,59539
10191,59547
10192,59548
10193,59555
10194,59556
10195,59563
10196,59564
10197,59571
10198,59598
10199,59600
10200,59601
10201,59619
10202,59627
10203,59628
10204,59635
10205,59636
10206,59643
10207,59652
10208,59686
10209,59694
10210,59695
10211,59707
10212,59715
10213,59723
10214,59731
10215,59758
10216,59766
10217,59767
10218,59774
10219,59775
10220,59782
10221,59790
10222,59803
10223,59811
10224,59838
10225,59839
10226,59846
10227,59854
10228,59862
10229,59870
10230,59871
10231,59889
10232,59897
10233,59898
10234,59918
10235,59919
10236,59926
10237,59935
10238,59942
10239,59943
10240,59950
10241,59970
10242,59977
10243,59985
10244,59994
10245,60003
10246,60011
10247,60038
10248,60046
10249,60054
10250,60055
10251,60062
10252,60063
10253,60070
10254,60071
10255,60089
10256,60090
10257,60097
10258,60098
10259,60118
10260,60126
10261,60127
10262,60134
10263,60135
10264,60142
10265,60143
10266,60150
10267,60169
10268,60170
10269,60177
10270,60178
10271,60185
10272,60186
10273,60193
10274,60194
10275,60206
10276,60207
10277,60214
10278,60222
10279,60230
10280,60231
10281,60257
10282,60258
10283,60265
10284,60266
10285,60273
10286,60281
10287,60303
10288,60310
10289,60311
10290,60329
10291,60337
10292,60345
10293,60346
10294,60353
10295,60354
10296,60361
10297,60388
10298,60396
10299,60409
10300,60410
10301,60417
10302,60418
10303,60425
10304,60426
10305,60433
10306,60441
10307,60442
10308,60468
10309,60476
10310,60484
10311,60505
10312,60506
10313,60513
10314,60521
10315,60522
10316,60548
10317,60556
10318,60557
10319,60564
10320,60572
10321,60580
10322,60581
10323,60599
10324,60600
10325,60601
10326,60628
10327,60636
10328,60644
10329,60652
10330,60660
10331,60661
10332,60679
10333,60687
10334,60695
10335,60696
10336,60708
10337,60709
10338,60716
10339,60717
10340,60724
10341,60732
10342,60733
10343,60759
10344,60768
10345,60792
10346,60804
10347,60820
10348,60821
10349,60839
10350,60847
10351,60855
10352,60856
10353,60863
10354,60871
10355,60898
10356,60899
10357,60900
10358,60919
10359,60920
10360,60927
10361,60935
10362,60943
10363,60951
10364,60952
10365,60978
10366,60986
10367,60994
10368,61014
10369,61022
10370,61030
10371,61031
10372,61049
10373,61057
10374,61058
10375,61065
10376,61066
10377,61073
10378,61081
10379,61103
10380,61110
10381,61111
10382,61129
10383,61137
10384,61138
10385,61145
10386,61146
10387,61153
10388,61161
10389,61162
10390,61188
10391,61189
10392,61196
10393,61209
10394,61210
10395,61217
10396,61218
10397,61225
10398,61233
10399,61234
10400,61241
10401,61242
10402,61268
10403,61269
10404,61276
10405,61284
10406,61292
10407,61305
10408,61313
10409,61321
10410,61322
10411,61348
10412,61357
10413,61364
10414,61365
10415,61372
10416,61373
10417,61380
10418,61399
10419,61400
10420,61401
10421,61428
10422,61429
10423,61436
10424,61437
10425,61444
10426,61452
10427,61453
10428,61460
10429,61479
10430,61487
10431,61488
10432,61495
10433,61496
10434,61508
10435,61516
10436,61517
10437,61524
10438,61525
10439,61532
10440,61540
10441,61559
10442,61560
10443,61567
10444,61575
10445,61576
10446,61583
10447,61591
10448,61592
10449,61604
10450,61612
10451,61620
10452,61621
10453,61639
10454,61640
10455,61647
10456,61655
10457,61663
10458,61671
10459,61672
10460,61698
10461,61699
10462,61700
10463,61719
10464,61720
10465,61727
10466,61735
10467,61736
10468,61743
10469,61744
10470,61751
10471,61778
10472,61786
10473,61787
10474,61794
10475,61795
10476,61807
10477,61815
10478,61823
10479,61831
10480,61832
10481,61858
10482,61866
10483,61874
10484,61882
10485,61890
10486,61903
10487,61911
10488,61938
10489,61939
10490,61946
10491,61947
10492,61954
10493,61955
10494,61962
10495,61963
10496,61970
10497,61989
10498,61990
10499,61997
10500,62009
10501,62010
10502,62017
10503,62026
10504,62033
10505,62034
10506,62041
10507,62042
10508,62068
10509,62069
10510,62076
10511,62084
10512,62085
10513,62092
10514,62105
10515,62113
10516,62114
10517,62148
10518,62149
10519,62156
10520,62164
10521,62165
10522,62172
10523,62173
10524,62180
10525,62199
10526,62200
10527,62201
10528,62228
10529,62236
10530,62237
10531,62244
10532,62252
10533,62253
10534,62260
10535,62261
10536,62279
10537,62287
10538,62288
10539,62295
10540,62296
10541,62308
10542,62316
10543,62317
10544,62324
10545,62325
10546,62332
10547,62333
10548,62340
10549,62341
10550,62359
10551,62360
10552,62367
10553,62368
10554,62375
10555,62376
10556,62383
10557,62384
10558,62391
10559,62392
10560,62404
10561,62405
10562,62412
10563,62420
10564,62421
10565,62439
10566,62440
10567,62447
10568,62455
10569,62463
10570,62464
10571,62471
10572,62472
10573,62498
10574,62499
10575,62500
10576,62519
10577,62527
10578,62535
10579,62536
10580,62543
10581,62544
10582,62551
10583,62552
10584,62578
10585,62579
10586,62586
10587,62594
10588,62607
10589,62615
10590,62616
10591,62623
10592,62631
10593,62658
10594,62666
10595,62674
10596,62675
10597,62682
10598,62690
10599,62703
10600,62704
10601,62711
10602,62712
10603,62738
10604,62746
10605,62747
10606,62754
10607,62755
10608,62762
10609,62763
10610,62770
10611,62771
10612,62790
10613,62797
10614,62818
10615,62819
10616,62826
10617,62834
10618,62835
10619,62842
10620,62843
10621,62850
10622,62851
10623,62869
10624,62877
10625,62885
10626,62886
10627,62893
10628,62894
10629,62906
10630,62907
10631,62914
10632,62922
10633,62923
10634,62930
10635,62931
10636,62949
10637,62957
10638,62958
10639,62965
10640,62966
10641,62973
10642,62981
10643,63001
10644,63028
10645,63036
10646,63037
10647,63044
10648,63045
10649,63052
10650,63060
10651,63061
10652,63079
10653,63087
10654,63088
10655,63095
10656,63096
10657,63108
10658,63109
10659,63116
10660,63124
10661,63125
10662,63132
10663,63140
10664,63159
10665,63160
10666,63167
10667,63175
10668,63176
10669,63183
10670,63184
10671,63191
10672,63192
10673,63204
10674,63205
10675,63212
10676,63213
10677,63220
10678,63221
10679,63239
10680,63240
10681,63247
10682,63255
10683,63263
10684,63264
10685,63271
10686,63298
10687,63300
10688,63319
10689,63320
10690,63327
10691,63335
10692,63336
10693,63343
10694,63344
10695,63351
10696,63378
10697,63379
10698,63386
10699,63394
10700,63395
10701,63415
10702,63423
10703,63424
10704,63431
10705,63458
10706,63459
10707,63466
10708,63467
10709,63474
10710,63475
10711,63482
10712,63483
10713,63490
10714,63491
10715,63503
10716,63504
10717,63511
10718,63538
10719,63546
10720,63547
10721,63554
10722,63555
10723,63562
10724,63563
10725,63570
10726,63589
10727,63590
10728,63597
10729,63618
10730,63626
10731,63634
10732,63635
10733,63642
10734,63650
10735,63651
10736,63669
10737,63670
10738,63677
10739,63678
10740,63685
10741,63686
10742,63693
10743,63706
10744,63707
10745,63714
10746,63715
10747,63722
10748,63723
10749,63730
10750,63749
10751,63750
10752,63757
10753,63758
10754,63765
10755,63773
10756,63774
10757,63781
10758,63802
10759,63803
10760,63810
10761,63811
10762,63829
10763,63830
10764,63837
10765,63838
10766,63845
10767,63846
10768,63853
10769,63854
10770,63861
10771,63888
10772,63889
10773,63896
10774,63909
10775,63917
10776,63918
10777,63925
10778,63933
10779,63934
10780,63941
10781,63968
10782,63976
10783,63977
10784,63992
10785,63993
10786,64004
10787,64012
10788,64013
10789,64020
10790,64039
10791,64040
10792,64047
10793,64048
10794,64055
10795,64063
10796,64064
10797,64071
10798,64072
10799,64098
10800,64100
10801,64120
10802,64135
10803,64143
10804,64144
10805,64151
10806,64152
10807,64178
10808,64186
10809,64194
10810,64195
10811,64207
10812,64215
10813,64223
10814,64224
10815,64231
10816,64232
10817,64258
10818,64259
10819,64266
10820,64267
10821,64274
10822,64275
10823,64282
10824,64283
10825,64290
10826,64291
10827,64303
10828,64311
10829,64312
10830,64338
10831,64346
10832,64354
10833,64355
10834,64362
10835,64370
10836,64371
10837,64390
10838,64397
10839,64418
10840,64426
10841,64427
10842,64434
10843,64435
10844,64442
10845,64450
10846,64451
10847,64469
10848,64477
10849,64485
10850,64486
10851,64493
10852,64494
10853,64506
10854,64507
10855,64514
10856,64515
10857,64522
10858,64530
10859,64531
10860,64549
10861,64557
10862,64565
10863,64566
10864,64573
10865,64581
10866,64582
10867,64602
10868,64610
10869,64611
10870,64629
10871,64630
10872,64637
10873,64638
10874,64646
10875,64653
10876,64654
10877,64661
10878,64688
10879,64689
10880,64696
10881,64697
10882,64717
10883,64725
10884,64733
10885,64734
10886,64741
10887,64742
10888,64768
10889,64769
10890,64776
10891,64777
10892,64784
10893,64785
10894,64792
10895,64805
10896,64806
10897,64813
10898,64814
10899,64821
10900,64822
10901,64848
10902,64849
10903,64856
10904,64857
10905,64864
10906,64872
10907,64873
10908,64880
10909,64881
10910,64899
10911,64901
10912,64902
10913,64928
10914,64929
10915,64936
10916,64944
10917,64945
10918,64952
10919,64953
10920,64960
10921,64961
10922,64979
10923,64987
10924,64988
10925,64995
10926,64996
10927,65007
10928,65008
10929,65015
10930,65016
10931,65023
10932,65024
10933,65031
10934,65032
10935,65058
10936,65059
10937,65066
10938,65067
10939,65074
10940,65082
10941,65083
10942,65090
10943,65091
10944,65103
10945,65104
10946,65111
10947,65112
10948,65138
10949,65146
10950,65154
10951,65155
10952,65163
10953,65170
10954,65189
10955,65197
10956,65198
10957,65218
10958,65219
10959,65226
10960,65227
10961,65234
10962,65242
10963,65250
10964,65269
10965,65270
10966,65277
10967,65278
10968,65285
10969,65293
10970,65294
10971,65306
10972,65307
10973,65314
10974,65315
10975,65322
10976,65323
10977,65330
10978,65349
10979,65350
10980,65357
10981,65365
10982,65373
10983,65381
10984,65402
10985,65410
10986,65429
10987,65437
10988,65438
10989,65445
10990,65446
10991,65453
10992,65462
10993,65496
10994,65497
10995,65509
10996,65510
10997,65517
10998,65518
10999,65525
11000,65526
11001,65533
11002,65541
11003,65568
11004,65569
11005,65576
11006,65584
11007,65592
11008,65593
11009,65605
11010,65606
11011,65613
11012,65614
11013,65621
11014,65622
11015,65648
11016,65649
11017,65656
11018,65664
11019,65665
11020,65672
11021,65673
11022,65699
11023,65700
11024,65701
11025,65702
11026,65728
11027,65736
11028,65744
11029,65752
11030,65753
11031,65760
11032,65761
11033,65779
11034,65787
11035,65795
11036,65796
11037,65808
11038,65816
11039,65817
11040,65824
11041,65825
11042,65832
11043,65840
11044,65859
11045,65860
11046,65867
11047,65875
11048,65883
11049,65891
11050,65904
11051,65905
11052,65913
11053,65920
11054,65921
11055,65939
11056,65940
11057,65947
11058,65948
11059,65955
11060,65963
11061,65964
11062,65971
11063,65972
11064,66018
11065,66026
11066,66027
11067,66034
11068,66042
11069,66050
11070,66069
11071,66070
11072,66077
11073,66078
11074,66085
11075,66086
11076,66093
11077,66106
11078,66114
11079,66115
11080,66122
11081,66123
11082,66130
11083,66149
11084,66157
11085,66158
11086,66165
11087,66166
11088,66173
11089,66174
11090,66181
11091,66202
11092,66210
11093,66211
11094,66229
11095,66230
11096,66237
11097,66238
11098,66245
11099,66253
11100,66254
11101,66261
11102,66262
11103,66288
11104,66289
11105,66296
11106,66297
11107,66309
11108,66317
11109,66325
11110,66333
11111,66334
11112,66341
11113,66368
11114,66369
11115,66376
11116,66384
11117,66385
11118,66392
11119,66393
11120,66405
11121,66406
11122,66413
11123,66421
11124,66422
11125,66448
11126,66449
11127,66456
11128,66464
11129,66472
11130,66473
11131,66480
11132,66499
11133,66501
11134,66528
11135,66529
11136,66536
11137,66544
11138,66545
11139,66553
11140,66560
11141,66561
11142,66579
11143,66580
11144,66587
11145,66588
11146,66595
11147,66608
11148,66616
11149,66617
11150,66624
11151,66625
11152,66632
11153,66633
11154,66640
11155,66659
11156,66667
11157,66668
11158,66675
11159,66676
11160,66683
11161,66684
11162,66691
11163,66704
11164,66705
11165,66712
11166,66713
11167,66720
11168,66739
11169,66740
11170,66747
11171,66755
11172,66763
11173,66764
11174,66771
11175,66798
11176,66799
11177,66800
11178,66801
11179,66819
11180,66828
11181,66835
11182,66836
11183,66843
11184,66851
11185,66852
11186,66878
11187,66907
11188,66915
11189,66916
11190,66923
11191,66924
11192,66931
11193,66958
11194,66966
11195,66967
11196,66974
11197,66982
11198,66983
11199,66990
11200,66991
11201,67002
11202,67003
11203,67010
11204,67011
11205,67029
11206,67030
11207,67037
11208,67038
11209,67045
11210,67046
11211,67053
11212,67061
11213,67062
11214,67088
11215,67096
11216,67109
11217,67110
11218,67117
11219,67125
11220,67126
11221,67133
11222,67168
11223,67176
11224,67177
11225,67192
11226,67193
11227,67205
11228,67206
11229,67213
11230,67214
11231,67221
11232,67222
11233,67248
11234,67256
11235,67257
11236,67264
11237,67272
11238,67280
11239,67299
11240,67300
11241,67301
11242,67328
11243,67329
11244,67336
11245,67344
11246,67345
11247,67352
11248,67360
11249,67361
11250,67379
11251,67387
11252,67396
11253,67408
11254,67416
11255,67425
11256,67432
11257,67433
11258,67440
11259,67441
11260,67459
11261,67467
11262,67475
11263,67483
11264,67484
11265,67491
11266,67492
11267,67504
11268,67512
11269,67520
11270,67521
11271,67539
11272,67547
11273,67555
11274,67556
11275,67563
11276,67564
11277,67571
11278,67598
11279,67600
11280,67619
11281,67620
11282,67627
11283,67628
11284,67635
11285,67636
11286,67643
11287,67651
11288,67652
11289,67678
11290,67679
11291,67686
11292,67687
11293,67694
11294,67707
11295,67708
11296,67715
11297,67716
11298,67723
11299,67731
11300,67732
11301,67758
11302,67759
11303,67766
11304,67774
11305,67775
11306,67782
11307,67790
11308,67791
11309,67803
11310,67838
11311,67846
11312,67847
11313,67854
11314,67862
11315,67870
11316,67871
11317,67889
11318,67897
11319,67898
11320,67918
11321,67926
11322,67927
11323,67934
11324,67942
11325,67943
11326,67950
11327,67969
11328,67970
11329,67977
11330,67985
11331,67993
11332,67994
11333,68005
11334,68006
11335,68013
11336,68021
11337,68048
11338,68049
11339,68056
11340,68057
11341,68064
11342,68065
11343,68072
11344,68073
11345,68080
11346,68099
11347,68100
11348,68101
11349,68102
11350,68128
11351,68129
11352,68136
11353,68137
11354,68144
11355,68145
11356,68152
11357,68160
11358,68161
11359,68180
11360,68187
11361,68188
11362,68195
11363,68196
11364,68208
11365,68209
11366,68216
11367,68217
11368,68233
11369,68275
11370,68276
11371,68283
11372,68284
11373,68291
11374,68292
11375,68304
11376,68312
11377,68313
11378,68320
11379,68321
11380,68339
11381,68340
11382,68347
11383,68348
11384,68355
11385,68363
11386,68364
11387,68371
11388,68372
11389,68398
11390,68400
11391,68401
11392,68419
11393,68427
11394,68428
11395,68435
11396,68451
11397,68452
11398,68478
11399,68479
11400,68486
11401,68494
11402,68495
11403,68507
11404,68515
11405,68516
11406,68523
11407,68524
11408,68531
11409,68558
11410,68559
11411,68566
11412,68567
11413,68574
11414,68582
11415,68583
11416,68590
11417,68591
11418,68604
11419,68611
11420,68638
11421,68646
11422,68647
11423,68654
11424,68655
11425,68662
11426,68670
11427,68689
11428,68697
11429,68698
11430,68718
11431,68726
11432,68734
11433,68742
11434,68743
11435,68750
11436,68769
11437,68786
11438,68793
11439,68806
11440,68807
11441,68814
11442,68815
11443,68822
11444,68823
11445,68830
11446,68831
11447,68849
11448,68850
11449,68857
11450,68865
11451,68866
11452,68873
11453,68874
11454,68881
11455,68903
11456,68910
11457,68929
11458,68930
11459,68937
11460,68938
11461,68945
11462,68953
11463,68961
11464,68988
11465,68996
11466,68997
11467,69008
11468,69016
11469,69017
11470,69024
11471,69025
11472,69032
11473,69033
11474,69040
11475,69041
11476,69059
11477,69060
11478,69067
11479,69075
11480,69076
11481,69083
11482,69084
11483,69091
11484,69092
11485,69104
11486,69112
11487,69121
11488,69139
11489,69147
11490,69155
11491,69163
11492,69171
11493,69172
11494,69198
11495,69199
11496,69200
11497,69201
11498,69219
11499,69220
11500,69227
11501,69235
11502,69236
11503,69243
11504,69244
11505,69279
11506,69286
11507,69287
11508,69294
11509,69295
11510,69307
11511,69308
11512,69315
11513,69316
11514,69323
11515,69324
11516,69331
11517,69332
11518,69358
11519,69359
11520,69366
11521,69374
11522,69382
11523,69383
11524,69391
11525,69403
11526,69404
11527,69411
11528,69438
11529,69439
11530,69446
11531,69447
11532,69454
11533,69455
11534,69462
11535,69470
11536,69471
11537,69489
11538,69497
11539,69518
11540,69519
11541,69526
11542,69527
11543,69534
11544,69542
11545,69543
11546,69550
11547,69569
11548,69585
11549,69586
11550,69593
11551,69606
11552,69607
11553,69614
11554,69622
11555,69623
11556,69630
11557,69631
11558,69649
11559,69650
11560,69665
11561,69673
11562,69681
11563,69682
11564,69702
11565,69710
11566,69737
11567,69745
11568,69761
11569,69762
11570,69788
11571,69796
11572,69809
11573,69825
11574,69868
11575,69877
11576,69884
11577,69885
11578,69892
11579,69893
11580,69905
11581,69906
11582,69913
11583,69921
11584,69957
11585,69965
11586,69972
11587,69973
11588,69980
11589,69999
11590,70000
11591,70010
11592,70017
11593,70018
11594,70026
11595,70033
11596,70034
11597,70041
11598,70042
11599,70076
11600,70077
11601,70092
11602,70093
11603,70106
11604,70113
11605,70114
11606,70121
11607,70122
11608,70148
11609,70149
11610,70156
11611,70164
11612,70165
11613,70172
11614,70180
11615,70199
11616,70200
11617,70202
11618,70228
11619,70229
11620,70244
11621,70245
11622,70252
11623,70260
11624,70261
11625,70280
11626,70287
11627,70288
11628,70295
11629,70308
11630,70316
11631,70325
11632,70332
11633,70340
11634,70359
11635,70367
11636,70375
11637,70376
11638,70383
11639,70391
11640,70392
11641,70405
11642,70420
11643,70421
11644,70439
11645,70440
11646,70447
11647,70455
11648,70456
11649,70471
11650,70499
11651,70500
11652,70501
11653,70519
11654,70520
11655,70527
11656,70535
11657,70536
11658,70551
11659,70552
11660,70578
11661,70586
11662,70587
11663,70594
11664,70595
11665,70607
11666,70608
11667,70616
11668,70623
11669,70624
11670,70632
11671,70659
11672,70666
11673,70667
11674,70674
11675,70675
11676,70682
11677,70690
11678,70691
11679,70703
11680,70704
11681,70711
11682,70747
11683,70754
11684,70762
11685,70763
11686,70770
11687,70789
